StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona
2021-09-17 11:52:10,2021-09-17 11:54:58,IP Address,216.165.95.143,100,167,True,2021-09-17 11:54:58,R_YYaZNH96Sa6umuB,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,6,8,7-14,"Yes, I do alright","Drums and the recorder. ","Look out for any changes in tone. ",No,,No,,"Yes, I used earphones (in-ear). Particularly, I used AirPods. ",Strongly Agree,Neither Agree nor Disagree,Agree,S1C1624,41787
2021-09-17 12:33:34,2021-09-17 12:41:55,IP Address,216.165.95.142,100,501,True,2021-09-17 12:41:56,R_2UXjAkmVOl6dgv4,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,8,8-15,"Yes, I do alright","Piano, ukulele",I tried to identify the number of different notes in each melody compared to the test melody or the size of the interval between a different note and its respective note in the test melody,Yes,"As mentioned above, I paid most attention to the specific notes of each melody",No,,I listened to the task with Apple Airpods (2nd Gen),Agree,Disagree,Agree,S1C0825,41488
2021-09-17 13:21:21,2021-09-17 13:24:28,IP Address,216.165.95.168,100,186,True,2021-09-17 13:24:28,R_2af3F8NzoqnunBS,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,5,5,"7-10, 15-17","Yes, I do alright",drum,,Yes,Listen to the notes that is off-key,No,,"in-ear, airpod",Strongly Agree,Agree,Agree,S1C0826,38027
2021-09-17 14:15:59,2021-09-17 14:25:27,IP Address,162.84.169.175,100,568,True,2021-09-17 14:25:28,R_bPMl4bebdyuMvxn,,,,,40.6114959716796875,-74.01560211181640625,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Chinese (Hakka),Passive,8,9+,5-17 years old,"Yes, I do alright",piano and alto saxophone,"I tried to remember the general length and rhythm of each melody, whether the pitch was higher or lower, and if there were any noticeable out of place notes.",Yes,"I mostly chose the melodies that had a different pitch, length, or a noticeable different note.",No,,"in-ear earbuds, Happy Plugs Earbuds Plus with Mic",Strongly Agree,Agree,Agree,S1C0828,41658
2021-09-17 14:43:38,2021-09-17 14:44:50,IP Address,216.165.95.162,100,71,True,2021-09-17 14:44:51,R_2QojG0kM4tLXW8x,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,4,0,,"Yes, but not so well",1,I listened to the key,No,,No,,headphones,Strongly Agree,Agree,Agree,S1C1225,41540
2021-09-17 15:16:43,2021-09-17 15:18:02,IP Address,216.165.95.161,100,78,True,2021-09-17 15:18:02,R_2uZYIrNQH3hll96,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,3,0,,No,,I tried to listen to the first one really closely,No,,No,,"in ear ",Agree,Strongly Agree,Agree,S1C0829,38164
2021-09-17 15:22:23,2021-09-17 15:24:25,IP Address,216.165.95.141,100,121,True,2021-09-17 15:24:25,R_2CU0GXP2uoRWFXM,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,8,5-14,"Yes, I do alright","piano, violin",listened to the notes/note placement,No,,No,,in-ear earbuds,Strongly Agree,Disagree,Agree,S1C1228,41642
2021-09-17 15:53:01,2021-09-17 16:02:56,IP Address,216.165.95.183,100,594,True,2021-09-17 16:02:56,R_Wj1u2WCVXaYPmc9,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,0,0,,No,,I used the different pitches to determine whether or not they sounded the same.,No,,No,,headphones. in ear. Apple airpods,Agree,Disagree,Agree,S1C0827,41706
2021-09-17 16:12:52,2021-09-17 16:13:44,IP Address,216.165.95.148,100,52,True,2021-09-17 16:13:44,R_1CEkXSeftArFHJu,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,1,0,,No,,,No,,No,,In-ear headphones,Strongly Agree,Agree,Agree,S1C1226,41728
2021-09-17 16:19:00,2021-09-17 16:21:32,IP Address,216.165.95.186,100,152,True,2021-09-17 16:21:33,R_124QfYSzN0nVwms,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,8,3,10-12,"Yes, but not so well",flute,,No,,No,,in ear headphones,Strongly Agree,Disagree,Agree,S1C1627,41740
2021-09-17 17:27:10,2021-09-17 17:29:31,IP Address,207.38.130.84,100,140,True,2021-09-17 17:29:32,R_3m1qqPeO20dwEHD,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,2,8-10,"Yes, but not so well",Flute,remembering the beginning and ending of each melody,No,,No,,"I used noise cancelling AirPods ",Strongly Agree,Agree,Agree,S1C1628,41522
2021-09-17 17:33:51,2021-09-17 17:35:24,IP Address,108.54.91.222,100,93,True,2021-09-17 17:35:25,R_eESB10wJT3Tv0l3,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,0,3,4-10,"Yes, I do alright",Guzheng,out of tune,No,,No,,in-ear,Agree,Strongly Agree,Agree,S1C0830,41450
2021-09-17 17:44:30,2021-09-17 17:45:55,IP Address,67.254.172.128,100,85,True,2021-09-17 17:45:56,R_3Lbc0ZaCGHcxHLn,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,5,0,,"Yes, I do alright",Piano when I was young,the whole tone of the sog,No,,No,,"headphones, over the ear, sony",Agree,Neither Agree nor Disagree,Agree,S1C0831,41504
2021-09-17 19:45:41,2021-09-17 19:46:57,IP Address,216.165.95.145,100,76,True,2021-09-17 19:46:58,R_W83AnjyRxSzOOt3,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Spanish,,Detractor,2,0,,No,,,No,,No,,in-ear headphones,Agree,Agree,Agree,S1C1230,41683
2021-09-17 22:11:51,2021-09-17 22:14:05,IP Address,66.108.108.113,100,134,True,2021-09-17 22:14:06,R_3PE929L9KU2lh2V,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,3,1,9,"Yes, but not so well",Yang Qin,,No,,No,,in-ear,Strongly Agree,Agree,Agree,S1C1234,41485
2021-09-18 00:22:22,2021-09-18 00:25:24,IP Address,207.172.168.138,100,181,True,2021-09-18 00:25:24,R_BYcrmBA9kDRgrDz,,,,,40.7483978271484375,-73.86199951171875,anonymous,EN,19,Male,SONA for course credit,,Chinese (Mandarin),,Passive,7,5,10-15,"Yes, I do alright",piano,pay attention to keys that are not played during the test melody,No,,No,,over-the-ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,S1C1632,41616
2021-09-18 09:17:13,2021-09-18 09:20:20,IP Address,67.254.174.5,100,187,True,2021-09-18 09:20:20,R_2BeuqIGTtnqXxDl,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,20,Male,SONA for course credit,,English,,Promoter,10,4,10-12 & 13-15,"Yes, I am near professional","Drums, Keys, Samplers, Synths",N/A,No,N/A,No,N/A,Studio Monitors,Strongly Agree,Strongly Disagree,Agree,S1C1634,39944
2021-09-18 12:16:13,2021-09-18 12:19:15,IP Address,68.173.150.106,100,182,True,2021-09-18 12:19:16,R_1ria5ikf2w58x4L,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,6,3,10 to 13,"Yes, I do alright","piano and guitar ",listened to the intervals between each note and compared.,No,,No,,"earphones, in-ear ",Strongly Agree,Strongly Agree,Agree,S1C1214,41439
2021-09-18 12:55:57,2021-09-18 12:58:26,IP Address,24.168.98.188,100,148,True,2021-09-18 12:58:26,R_1kLbZh5ppUrIIuX,,,,,40.5334014892578125,-74.20989990234375,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,1,1,8,"Yes, but not so well",drums,tone changes,No,,,,in ear,Strongly Agree,Strongly Agree,Agree,S1C0835,41825
2021-09-18 13:53:17,2021-09-18 13:56:42,IP Address,216.165.95.170,100,205,True,2021-09-18 13:56:42,R_3QL6KRhkz2FVUxp,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,2,7-9,No,,Timing and notes,Yes,Mostly the difference between one note and the next and whether the jump sounded the same in the options,No,,"headphones, in-ear",Strongly Agree,Agree,Agree,S1C0836,41650
2021-09-18 15:15:03,2021-09-18 15:18:31,IP Address,66.108.108.113,100,208,True,2021-09-18 15:18:32,R_2BmTYH9cDVYQIrs,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,3,0,,"Yes, but not so well",clarinet,No,No,,No,,in-ear,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,S1C0838,41724
2021-09-18 15:17:36,2021-09-18 15:21:47,IP Address,216.165.95.131,100,250,True,2021-09-18 15:21:47,R_3kccCT5ZiMpQUTl,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Spanish,,Detractor,1,0,,No,,Keeping my eyes closed and keeping track of the beats and the time between them,No,,No,,Earphones (in ear),Strongly Agree,Agree,Agree,S1C0839,41867
2021-09-18 15:30:43,2021-09-18 15:33:06,IP Address,216.165.95.147,100,142,True,2021-09-18 15:33:06,R_3fdGLAYEEOatJvd,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,5,5,4-10,"Yes, I do alright",piano,"pitch, tone",No,,No,,in-ear ear buds,Strongly Agree,Disagree,Agree,S1C1236,41514
2021-09-18 16:36:11,2021-09-18 16:38:46,IP Address,73.17.134.91,100,155,True,2021-09-18 16:38:47,R_23eN8Hd7AksLJXP,,,,,42.5326995849609375,-71.03389739990234375,anonymous,EN,19,Female,SONA for course credit,,English,,Promoter,10,9+,10-19,"Yes, I do alright","Piano, guitar",if the note was flat or in a different key,Yes,"I said the ones with notes in a different key were more different. ",No,,"headphones in the ear ",Strongly Agree,,Agree,S1C0837,41762
2021-09-18 17:29:53,2021-09-18 17:31:26,IP Address,216.165.95.188,100,93,True,2021-09-18 17:31:27,R_2t0aLxfi2jFnFxp,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,4,0,,No,,,Yes,some of the options were more high pithced at some point,No,,"earphones ",Strongly Agree,Strongly Disagree,Agree,S1C1238,41853
2021-09-18 17:58:35,2021-09-18 18:01:02,IP Address,216.165.95.180,100,147,True,2021-09-18 18:01:03,R_3lFwnYHrvOoUXcU,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Promoter,10,9+,7-18,"Yes, I do alright","Piano, Violin, Ukulele, Voice","Listen for any notes that seemed out of place, such as a minor note in a major melody",No,,No,,"I used in-ear earbuds (Airpods, not pro)",Strongly Agree,Agree,Agree,S1C1239,41955
2021-09-18 18:05:06,2021-09-18 18:07:42,IP Address,69.203.64.74,100,156,True,2021-09-18 18:07:43,R_pGd0m2o8OFDN7cB,,,,,40.69940185546875,-73.88829803466796875,anonymous,EN,18,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,1,1,16,"Yes, but not so well",violin,,No,,No,,in-ear,Agree,Neither Agree nor Disagree,Agree,S1C0820,41508
2021-09-18 18:25:01,2021-09-18 18:26:16,IP Address,216.165.95.157,100,75,True,2021-09-18 18:26:17,R_1FtbrLIqfUli4LZ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,7,9+,5- 18,"Yes, I do alright","clarinet, piano",,Yes,key changes,No,,in ear airpods,Agree,Strongly Agree,Agree,S1C1635,39847
2021-09-18 20:55:55,2021-09-18 20:57:59,IP Address,216.165.95.128,100,124,True,2021-09-18 20:57:59,R_3HNUaBqGI8w7Q1v,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,1,3,13-16,"Yes, but not so well","Violin, Guzheng",I try to remember the ending and beginning notes to distinguish the melodies,No,,No,,in-ear earbuds,Strongly Agree,Strongly Agree,Agree,S1C1216,41596
2021-09-18 23:44:32,2021-09-19 01:26:02,IP Address,72.89.37.230,100,6089,True,2021-09-19 01:26:02,R_2xWSZkr2Lp30TZo,,,,,40.6757965087890625,-73.8162994384765625,anonymous,EN,17,Female,SONA for course credit,,English,,Detractor,3,0,,No,,The strategy I used to judge the similarity was carefully listening to the melodies and then noting even the slightest change.,Yes,"For some of the trials, I noticed minor differences such as a note change (ex: higher or different pitches) or a longer melody/extra notes in the comparison melodies. ",Yes,"In some trials, all of the melodies sounded very similar so I had a difficult time figuring out which of the comparison melodies was more different than the test melody. As a result, I indicated that I could not hear a difference between them by pressing ""g."" ",Headphones; in-ear; Airpods,Strongly Agree,Disagree,Agree,S1C1623,41829
2021-09-19 07:08:20,2021-09-19 07:13:56,IP Address,98.14.73.129,100,336,True,2021-09-19 07:13:57,R_1oCqXikQMYRI5p8,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,21,Male,SONA for course credit,,English,,Detractor,0,1,12,No,,I did my best to pick up on any of the differences,Yes,"It seemed like melody sometimes changed, skipped or added notes",No,,Over-the-ear bluetooth beats headphones,Strongly Agree,Strongly Agree,Agree,S1C0808,38883
2021-09-19 16:17:31,2021-09-19 16:21:01,IP Address,67.243.243.74,100,209,True,2021-09-19 16:21:01,R_UnyZDP0p9QFaMlr,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,5,0,,No,,repeating test melody in WM,Yes,change in pitch,No,,"headphones (in-ear), airpods",Strongly Agree,Strongly Agree,Agree,S1C1254,39655
2021-09-20 19:39:43,2021-09-20 19:42:48,IP Address,108.54.101.219,100,184,True,2021-09-20 19:42:49,R_3KDwgHwTjPCoi67,,,,,40.6208038330078125,-74.0426025390625,anonymous,EN,22,Male,SONA for course credit,,English,,Detractor,5,0,,"Yes, but not so well",piano,i think I grouped strings of sounds together to make it easier to detect changes.,No,,No,,"headphones, over the ear, edifier headphones",Strongly Agree,Agree,Agree,S1C1251,41901
2021-09-21 18:05:49,2021-09-21 18:07:35,IP Address,96.224.244.159,100,106,True,2021-09-21 18:07:36,R_3HnQo4wH2FVFRYX,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,7,3,15-18,"Yes, I do alright",ukulele and clarinet,hearing a note on a different key,No,,No,,"headphones with both earbuds in ",Strongly Agree,Neither Agree nor Disagree,Agree,S1C1656,41661
2021-09-21 21:35:10,2021-09-21 21:41:03,IP Address,216.165.95.165,100,352,True,2021-09-21 21:41:04,R_278N6GKKLwC1Bgz,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,1,1,12-13,"Yes, but not so well",guitar,the length of the melody. and the general tone,Yes,some melodies will have one pitch which sounds extremely different than the original one,Yes,"I don't remember the block section. But sometimes the length of melodies changes instead of that specific unfit pitch. ",in-ear,Strongly Agree,Strongly Agree,Agree,S1C1660,41905
2021-09-21 21:39:22,2021-09-21 21:47:09,IP Address,216.165.95.161,100,466,True,2021-09-21 21:47:09,R_1NfwYtVVpG04Slv,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Passive,8,8,6-14,"Yes, I am near professional",Piano,feeling the emotions; feeling the rhythm; tell the difference between notes and notes,Yes,"For the melodies in this experiment, it is hard for me to feel the emotions and rhythm, so I can only notice changes based my discriminations on notes. However, because I use the strategy of feeling emotions and rhythm more often, so when I hear a melody that completely robotic, I feel super sleepy and cannot notice changes well.",No,,in-ear,Agree,Neither Agree nor Disagree,Agree,S1C1629,41550
2021-09-21 22:17:16,2021-09-21 22:23:24,IP Address,216.165.95.134,100,367,True,2021-09-21 22:23:24,R_2BwUAoWM2jYvR9n,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,2,0,,"Yes, but not so well",Guitar,,Yes,The key is different,No,,In-ear,Neither Agree nor Disagree,Strongly Agree,Agree,S1C1651,41484
2021-09-21 22:30:17,2021-09-21 22:31:34,IP Address,172.58.228.0,100,77,True,2021-09-21 22:31:34,R_3gUfQ7ZHYA1ZEZF,,,,,40.831207275390625,-73.90670013427734375,anonymous,EN,,,SONA for course credit,,English,,Detractor,5,,,,,,,,,,in-ear headphones,,,Agree,S1C1251,41555
2021-09-22 08:45:33,2021-09-22 08:47:23,IP Address,216.165.95.181,100,109,True,2021-09-22 08:47:24,R_1gU7Yo8pIPTBcJo,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,portuguese,Detractor,4,0,,No,,,No,,No,,"yes, earpods",Strongly Agree,Neither Agree nor Disagree,Agree,S1C1638,41417
2021-09-22 10:30:49,2021-09-22 10:33:17,IP Address,66.108.108.113,100,148,True,2021-09-22 10:33:18,R_Dl62J2GBlH9VSPn,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,2,3,"12-14, 17-18","Yes, but not so well","bass, piano",The change between each single tone,Yes,When one tone sounds especially lower,No,,Over the ear,Agree,Strongly Agree,Agree,S1C1254,41737
2021-09-22 12:47:54,2021-09-22 12:50:12,IP Address,216.165.95.166,100,138,True,2021-09-22 12:50:12,R_4HeZkjEyNCHngjv,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Passive,8,8,10-18,"Yes, I do alright",Viola,Any notes that were of different pitches or didn't sound right compared to the test melody,No,,No,,"Earphones, airpods ",Strongly Agree,Neither Agree nor Disagree,Agree,S1C1654,41739
2021-09-22 15:26:18,2021-09-22 15:27:58,IP Address,216.165.95.133,100,99,True,2021-09-22 15:27:59,R_Qaid0v27zZypOff,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,9+,4-19,"Yes, I do alright","flute, piano, violin, guitar","rhythm, beat, key changes",Yes,"added beats, off key notes hidden inside",No,,earphones airpod pros on noise cancellation mode,Strongly Agree,Neither Agree nor Disagree,Agree,S1C1655,41687
2021-09-22 19:29:30,2021-09-22 19:33:03,IP Address,38.13.47.74,100,213,True,2021-09-22 19:33:03,R_UFqac12XkwgdkkN,,,,,40.64990234375,-73.88140106201171875,anonymous,EN,21,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,4,0,,"Yes, but not so well",piano,I pay attention to weird note if it appears,No,,No,,over-the-ear,Strongly Agree,Agree,Agree,S1C1659,41538
2021-09-22 21:21:29,2021-09-22 21:24:44,IP Address,216.165.95.157,100,195,True,2021-09-22 21:24:45,R_2wFyWEf9upCP21s,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,3,5,8-13,"Yes, I do alright","Guitar and bass guitar, I took piano lessons but don't sill play. ","Trying to play back the original melody as the options were playing ",Yes,"Highest notes, lowest notes, and if there were mostly major or minor sounds. ",No,,"headphones, in-ear, cheap air port ones ",Strongly Agree,Agree,Agree,S1C1663,41718
2021-09-22 21:57:41,2021-09-22 22:01:38,IP Address,100.1.7.135,100,237,True,2021-09-22 22:01:39,R_x5u26MH5Vrym3iV,,,,,40.742401123046875,-74.032501220703125,anonymous,EN,21,Female,SONA for course credit,,Chinese (Mandarin),,Passive,8,6,7-13,"Yes, I do alright",piano,my feeling,Yes,,No,,No,Strongly Agree,Disagree,Agree,S1C1664,41828
2021-09-23 15:57:26,2021-09-23 15:58:30,IP Address,216.165.95.150,100,64,True,2021-09-23 15:58:30,R_2V9qNEfvM09FsMF,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Spanish,,Detractor,2,0,,No,,,No,,No,,,Strongly Agree,Strongly Disagree,Agree,S1C1657,41636
2021-09-23 18:01:37,2021-09-23 18:02:57,IP Address,216.165.95.146,100,80,True,2021-09-23 18:02:58,R_2Y62eSpN8hI43YQ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,17,Female,SONA for course credit,,Other (please specify below):,arabic,Detractor,6,0,,No,,,No,,No,,in-ear airpods,Strongly Agree,Neither Agree nor Disagree,Agree,S1C1658,41590
2021-09-26 12:55:43,2021-09-26 12:57:03,IP Address,24.102.103.101,100,80,True,2021-09-26 12:57:04,R_3I04T243YzA7qwk,,,,,40.7411956787109375,-73.92230224609375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,3,5-8,No,,,No,,No,,in-ear headphones,Strongly Agree,Strongly Disagree,Agree,S1C1669,41685
2021-09-26 22:36:22,2021-09-26 22:40:31,IP Address,173.70.235.46,100,249,True,2021-09-26 22:40:31,R_2cu6jm44WaUT04H,,,,,40.71820068359375,-74.04759979248046875,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,9+,10-11,"Yes, I do alright","piano, guitar, ukelele",how high/how low some notes sounded; the flow and general pattern of the notes,Yes,"I picked options based on how closely they resembled the high/low notes in the original tune. Some changes were very drastic, so that is how I differentiated the similar ones. ",No,,I used Airpods (earpods),Agree,Agree,Agree,S1C1670,41627
2021-09-27 16:20:03,2021-09-27 16:22:36,IP Address,142.255.18.88,100,153,True,2021-09-27 16:22:37,R_1gToTw0tiMBIoGi,,,,,40.663604736328125,-73.741302490234375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,1,6 years old,"Yes, but not so well",Violin,I try to listen to the highest notes and lowest notes,Yes,Some melodies sounded to have much higher/ lower sounds than the original.,No,,"In-ear, apple earphones",Strongly Agree,Agree,Agree,S1C1673,41764
2021-09-27 20:03:08,2021-09-27 20:06:40,IP Address,24.187.90.192,100,211,True,2021-09-27 20:06:40,R_blVg3BVuYy8ZJi9,,,,,40.6764068603515625,-73.87529754638671875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,4,13-17,"Yes, I do alright","piano ","changes in pitch/intonation ",Yes,"yes, irregularities in notes (off melodies) tended to hint at which option was different ",No,,"in-ear headphones ",Strongly Agree,Disagree,Agree,S1C1674,39559
2021-09-27 20:24:45,2021-09-27 20:26:05,IP Address,96.246.20.208,100,80,True,2021-09-27 20:26:06,R_1gbtMcwQKAZRLd0,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,0,0,,No,,,No,,No,,earbuds(airpods pro),Strongly Agree,Neither Agree nor Disagree,Agree,S1C1675,41576
2021-09-28 10:57:03,2021-09-28 10:58:13,IP Address,72.229.20.182,100,69,True,2021-09-28 10:58:14,R_1q2hctluXQIIp1X,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,9+,10,"Yes, I do alright",piano,,Yes,keys,No,,yes earphones,Strongly Agree,Strongly Disagree,Agree,S1C1677,41534
2021-09-28 11:07:00,2021-09-28 11:08:56,IP Address,24.90.228.65,100,115,True,2021-09-28 11:08:56,R_33CMHwkjzmMVJE6,,,,,40.7279052734375,-73.9965972900390625,anonymous,EN,25,Other,SONA for course credit,Trans Woman,English,,Detractor,4,5,11-16,"Yes, I do alright","Cello, Guitar, Piano, Violin, Viola",,No,,No,,headphones over ear,Agree,Agree,Agree,S1C1676,40397
